image_path,frame_id,xte,steering,throttle
51_cam-image_array_.jpg,0,-0.41360432,0.0,1.0
52_cam-image_array_.jpg,1,-0.40244377,0.0,1.0
53_cam-image_array_.jpg,2,-0.41100967,0.0,0.9899827732759364
54_cam-image_array_.jpg,3,-0.41100967,0.0,0.9899827732759364
55_cam-image_array_.jpg,4,-0.6742369,0.0,0.3363839738509234
56_cam-image_array_.jpg,5,-0.67095226,0.0,0.3363839738509234
57_cam-image_array_.jpg,6,-0.67095226,0.0,0.6481036438661463
58_cam-image_array_.jpg,7,-0.60132647,0.0,0.6481036438661463
59_cam-image_array_.jpg,8,-0.69030666,0.0,0.6481036438661463
60_cam-image_array_.jpg,9,-0.6875757,0.0,0.6481036438661463
61_cam-image_array_.jpg,10,-0.6251489,0.0,0.6481036438661463
62_cam-image_array_.jpg,11,-0.61290956,0.0,0.6481036438661463
63_cam-image_array_.jpg,12,-0.63187057,0.0,0.6481036438661463
64_cam-image_array_.jpg,13,-0.62660843,0.0,0.6481036438661463
65_cam-image_array_.jpg,14,-0.59638596,0.0,0.6481036438661463
66_cam-image_array_.jpg,15,-0.6242531,0.0,0.6481036438661463
67_cam-image_array_.jpg,16,-0.6286242,0.0,0.7989368438720703
68_cam-image_array_.jpg,17,-0.62642586,0.0,0.7989368438720703
69_cam-image_array_.jpg,18,-0.6527972,0.0,0.8693448655745563
70_cam-image_array_.jpg,19,-0.6321577,0.0,0.8693448655745563
71_cam-image_array_.jpg,20,-0.69835365,0.0,0.8693448655745563
72_cam-image_array_.jpg,21,-0.6480783,0.0,0.8693448655745563
73_cam-image_array_.jpg,22,-0.68069255,0.0,0.8693448655745563
74_cam-image_array_.jpg,23,-0.68387985,0.0,0.8693448655745563
75_cam-image_array_.jpg,24,-0.6716696,0.0,0.8693448655745563
76_cam-image_array_.jpg,25,-0.63264453,0.0,0.8693448655745563
77_cam-image_array_.jpg,26,-0.5857091,0.0,0.8693448655745563
78_cam-image_array_.jpg,27,-0.6099306,0.0,0.8693448655745563
79_cam-image_array_.jpg,28,-0.56566143,0.0,0.8089900437523337
80_cam-image_array_.jpg,29,-0.7000106,0.0,0.8089900437523337
81_cam-image_array_.jpg,30,-0.8702627,0.8110743572837428,0.7989368438720703
82_cam-image_array_.jpg,31,-0.8734929,0.8110743572837428,0.7989368438720703
83_cam-image_array_.jpg,32,-0.814984,1.0,0.7989368438720703
84_cam-image_array_.jpg,33,-0.7039459,1.0,0.7989368438720703
85_cam-image_array_.jpg,34,-0.81731987,0.0,0.7989368438720703
86_cam-image_array_.jpg,35,-0.5210091,0.0,0.7989368438720703
87_cam-image_array_.jpg,36,-0.66221976,0.0,0.738617925082936
88_cam-image_array_.jpg,37,-0.5082486,0.0,0.7185115954455207
89_cam-image_array_.jpg,38,-0.27297586,0.0,0.7185115954455207
90_cam-image_array_.jpg,39,-0.32285398,0.0,0.8089900437523337
91_cam-image_array_.jpg,40,-0.37526298,0.0,0.8089900437523337
92_cam-image_array_.jpg,41,-0.4260447,-0.1453211087929575,0.829096373389749
93_cam-image_array_.jpg,42,-0.5377931,-0.1453211087929575,0.829096373389749
94_cam-image_array_.jpg,43,-0.6698397,0.0,0.829096373389749
95_cam-image_array_.jpg,44,-0.80660725,0.0,0.829096373389749
96_cam-image_array_.jpg,45,-0.76680577,0.0,0.829096373389749
97_cam-image_array_.jpg,46,-0.75999826,0.0,0.829096373389749
98_cam-image_array_.jpg,47,-0.78730386,0.0,0.8190431735094855
99_cam-image_array_.jpg,48,-0.8917912,0.0,0.8190431735094855
100_cam-image_array_.jpg,49,-0.6737534,1.0,0.7989368438720703
101_cam-image_array_.jpg,50,-0.6782121,1.0,0.7989368438720703
102_cam-image_array_.jpg,51,-0.6267755,1.0,0.7989368438720703
103_cam-image_array_.jpg,52,-0.6969265,1.0,0.7989368438720703
104_cam-image_array_.jpg,53,-0.6703658,0.0,0.7989368438720703
105_cam-image_array_.jpg,54,-0.6976495,0.0,0.7989368438720703
106_cam-image_array_.jpg,55,-0.6504748,0.0,0.7989368438720703
107_cam-image_array_.jpg,56,-0.6962122,0.0,0.7989368438720703
108_cam-image_array_.jpg,57,-0.820467,0.0,0.7989368438720703
109_cam-image_array_.jpg,58,-0.84519964,0.0,0.7888837141149184
110_cam-image_array_.jpg,59,-0.88709104,0.0,0.7888837141149184
111_cam-image_array_.jpg,60,-0.84855485,0.0,0.7888837141149184
112_cam-image_array_.jpg,61,-0.8573657,0.0,0.7888837141149184
113_cam-image_array_.jpg,62,-0.7881096,0.0,0.7888837141149184
114_cam-image_array_.jpg,63,-0.793346,0.0,0.7888837141149184
115_cam-image_array_.jpg,64,-0.6854401,0.0,0.7888837141149184
116_cam-image_array_.jpg,65,-0.61638296,0.0,0.7888837141149184
117_cam-image_array_.jpg,66,-0.7330301,0.0,0.7888837141149184
118_cam-image_array_.jpg,67,-0.6684104,0.0,0.7888837141149184
119_cam-image_array_.jpg,68,-0.70179164,0.0,0.7888837141149184
120_cam-image_array_.jpg,69,-0.8059878,0.0,0.7888837141149184
121_cam-image_array_.jpg,70,-0.62020487,0.0,0.7888837141149184
122_cam-image_array_.jpg,71,-0.8584793,0.0,0.7888837141149184
123_cam-image_array_.jpg,72,-0.8584793,1.0,0.7888837141149184
124_cam-image_array_.jpg,73,-1.0936838,1.0,0.7888837141149184
125_cam-image_array_.jpg,74,-1.1402004,0.8560490106281481,0.7888837141149184
126_cam-image_array_.jpg,75,-1.2711887,0.8560490106281481,0.7888837141149184
127_cam-image_array_.jpg,76,-1.2711887,0.0,0.8592917358174044
128_cam-image_array_.jpg,77,-1.2127672,0.0,0.8592917358174044
129_cam-image_array_.jpg,78,-1.0221566,0.0,0.8793980654548196
130_cam-image_array_.jpg,79,-0.7734046,0.0,0.8793980654548196
131_cam-image_array_.jpg,80,-0.72246015,0.0,0.8894511952119715
132_cam-image_array_.jpg,81,-0.7155388,0.0,0.8894511952119715
133_cam-image_array_.jpg,82,-0.80784535,0.0,0.9095575248493868
134_cam-image_array_.jpg,83,-0.923167,0.0,0.9095575248493868
135_cam-image_array_.jpg,84,-0.9442477,-1.0,0.9095575248493868
136_cam-image_array_.jpg,85,-1.3617868,-1.0,0.9095575248493868
137_cam-image_array_.jpg,86,-1.4460464,0.0,0.9095575248493868
138_cam-image_array_.jpg,87,-1.3291472,0.0,0.9095575248493868
139_cam-image_array_.jpg,88,-1.3359158,0.0,0.9095575248493868
140_cam-image_array_.jpg,89,-1.3240113,0.0,0.9095575248493868
